,book_id,title,author,average_rating,genre,description,url,image_url
442,54972466,Zodiac Explained: Understanding the Innate Motives Behind Our Actions,Alb Imeri,4.64,Esoterica,"In this book you will learn what every sign of the zodiac is all about and how it affects a part of your personality and the personalities of people around you. Everyone has a motive behind their actions and by the end of this book you will see past their actions and truly understand what each sign’s motive is. You will get a better sense of which types of people you are m
In this book you will learn what every sign of the zodiac is all about and how it affects a part of your personality and the personalities of people around you. Everyone has a motive behind their actions and by the end of this book you will see past their actions and truly understand what each sign’s motive is. You will get a better sense of which types of people you are more compatible with, furthermore you’ll have an insight into how to approach people based on their personality. You will realize where your strengths and weaknesses lie, why you feel a certain way and what are your biggest flaws.
...more",https://www.goodreads.com/book/show/54972466-zodiac-explained,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597841832l/54972466._SY475_.jpg
443,41667,My Side of the Mountain,Jean Craighead George,4.06,Fiction,"Every kid thinks about running away at one point or another; few get farther than the end of the block. Young Sam Gribley gets to the end of the block and keeps going--all the way to the Catskill Mountains of upstate New York. There he sets up house in a huge hollowed-out tree, with a falcon and a weasel for companions and his wits as his tool for survival. In a spellbindi
Every kid thinks about running away at one point or another; few get farther than the end of the block. Young Sam Gribley gets to the end of the block and keeps going--all the way to the Catskill Mountains of upstate New York. There he sets up house in a huge hollowed-out tree, with a falcon and a weasel for companions and his wits as his tool for survival. In a spellbinding, touching, funny account, Sam learns to live off the land, and grows up a little in the process. Blizzards, hunters, loneliness, and fear all battle to drive Sam back to city life. But his desire for freedom, independence, and adventure is stronger. No reader will be immune to the compulsion to go right out and start whittling fishhooks and befriending raccoons.  Jean Craighead George, author of more than 80 children's books, including the Newbery Medal-winning Julie of the Wolves, created another prizewinner with My Side of the Mountain--a Newbery Honor Book, an ALA Notable Book, and a Hans Christian Andersen Award Honor Book. Astonishingly, she wrote its sequel, On the Far Side of the Mountain, 30 years later, and a decade after that penned the final book in the trilogy, Frightful's Mountain, told from the falcon's point of view. George has no doubt shaped generations of young readers with her outdoor adventures of the mind and spirit. (Ages 9 to 12) --Emilie Coulter
...more",https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388204221l/41667.jpg
444,5113,Franny and Zooey,J.D. Salinger,3.97,Fiction,"‘Everything everybody does is so—I don’t know—not wrong, or even mean, or even stupid necessarily. But just so tiny and meaningless and—sad-making. And the worst part is, if you go bohemian or something crazy like that, you’re conforming just as much only in a different way.’First published in The New Yorker as two sequential stories, ‘Franny’ and ‘Zooey’ offer a dual port
‘Everything everybody does is so—I don’t know—not wrong, or even mean, or even stupid necessarily. But just so tiny and meaningless and—sad-making. And the worst part is, if you go bohemian or something crazy like that, you’re conforming just as much only in a different way.’First published in The New Yorker as two sequential stories, ‘Franny’ and ‘Zooey’ offer a dual portrait of the two youngest members of J. D. Salinger’s fictional Glass family.Franny Glass is a pretty, effervescent college student on a date with her intellectually confident boyfriend, Lane. They appear to be the perfect couple, but as they struggle to communicate with each other about the things they really care about, slowly their true feelings come to the surface. The second story in this book, ‘Zooey’, plunges us into the world of her ethereal, sophisticated family. When Franny’s emotional and spiritual doubts reach new heights, her older brother Zooey, a misanthropic former child genius, offers her consolation and brotherly advice.Written in Salinger’s typically irreverent style, these two stories offer a touching snapshot of the distraught mindset of early adulthood and are full of the insightful emotional observations and witty turns of phrase that have helped make Salinger’s reputation what it is today.
...more",https://www.goodreads.com/book/show/5113.Franny_and_Zooey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355037988l/5113.jpg
445,40941582,گم شده ای در مه,سید مرتضی مصطفوی,4.01,Fiction,"Philosophical story about human loneliness in two different worldsBody world The spirit worldThis story is inspired by the high worldچند جوان در جاده ای مه آلود مسیر خود را گم می کنند در حالی که مرگ آنها را تهدید می کند بوسیله اتومبیلی شگفت انگیز نجات پیدا می کنند اتومبیل آنها را وارد جاده بی انتهایی می کند که فرا زمان و فرا مکانی است و در اینمسیر توقفگاه های بسیاری است ات
Philosophical story about human loneliness in two different worldsBody world The spirit worldThis story is inspired by the high worldچند جوان در جاده ای مه آلود مسیر خود را گم می کنند در حالی که مرگ آنها را تهدید می کند بوسیله اتومبیلی شگفت انگیز نجات پیدا می کنند اتومبیل آنها را وارد جاده بی انتهایی می کند که فرا زمان و فرا مکانی است و در اینمسیر توقفگاه های بسیاری است اتومبیل در هر توقفگاهی که درنگ می کند آنها را با دنیای جدیدی آشنا کرده و در حالی که شخصیت قبلی آنها را از بین می برد شخصیت جدیدی را به آنها پیشنهاد می دهد آنها اگر با آن شخصیت جدید هم ذات پنداری کنند و راضی به شرایط موجود شوند در غالب آن در خواهند آمد و پیشنهاد جدیدی دیگر به آنها نخواهد شد اما اگر به شرایط جدید رضا ندهند با شخصیت بهتری که در آن حلول کرده اند مواجه خواهند شد.
...more",https://www.goodreads.com/book/show/40941582,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532496795l/40941582._SX318_.jpg
446,3590,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.29,Classics,"The Adventures of Sherlock Holmes is the series of short stories that made the fortunes of the Strand magazine, in which they were first published, and won immense popularity for Sherlock Holmes and Dr Watson. The detective is at the height of his powers and the volume is full of famous cases, including 'The Red-Headed League', 'The Blue Carbuncle', and 'The Speckled Band'
The Adventures of Sherlock Holmes is the series of short stories that made the fortunes of the Strand magazine, in which they were first published, and won immense popularity for Sherlock Holmes and Dr Watson. The detective is at the height of his powers and the volume is full of famous cases, including 'The Red-Headed League', 'The Blue Carbuncle', and 'The Speckled Band'. Although Holmes gained a reputation for infallibility, Conan Doyle showed his own realism and feminism by having the great detective defeated by Irene Adler - the woman - in the very first story, 'A Scandal in Bohemia'. The editor of this volume, Richard Lancelyn Green is editor of The Uncollected Sherlock Holmes and The Further Adventures of Sherlock Holmes. With John Michael Gibson, he compiled the Soho Series Bibliography of A. Conan Doyle.
...more",https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1164045516l/3590.jpg
447,5064,World Without End,Ken Follett,4.26,Historical,"Librarian's note: An alternate cover edition can be found hereWorld Without End takes place in the same town of Kingsbridge, two centuries after the townspeople finished building the exquisite Gothic cathedral that was at the heart of The Pillars of the Earth. The cathedral and the priory are again at the center of a web of love and hate, greed and pride, ambition and reve
Librarian's note: An alternate cover edition can be found hereWorld Without End takes place in the same town of Kingsbridge, two centuries after the townspeople finished building the exquisite Gothic cathedral that was at the heart of The Pillars of the Earth. The cathedral and the priory are again at the center of a web of love and hate, greed and pride, ambition and revenge, but this sequel stands on its own. This time the men and women of an extraordinary cast of characters find themselves at a crossroads of new ideas—about medicine, commerce, architecture, and justice. In a world where proponents of the old ways fiercely battle those with progressive minds, the intrigue and tension quickly reach a boiling point against the devastating backdrop of the greatest natural disaster ever to strike the human race—the Black Death.
...more",https://www.goodreads.com/book/show/5064.World_Without_End,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509545511l/5064._SY475_.jpg
448,7332,The Silmarillion,J.R.R. Tolkien,3.94,Fantasy,"The Silmarillion is an account of the Elder Days, of the First Age of Tolkien’s world. It is the ancient drama to which the characters in The Lord of the Rings look back, and in whose events some of them such as Elrond and Galadriel took part. The tales of The Silmarillion are set in an age when Morgoth, the first Dark Lord, dwelt in Middle-Earth, and the High Elves made w
The Silmarillion is an account of the Elder Days, of the First Age of Tolkien’s world. It is the ancient drama to which the characters in The Lord of the Rings look back, and in whose events some of them such as Elrond and Galadriel took part. The tales of The Silmarillion are set in an age when Morgoth, the first Dark Lord, dwelt in Middle-Earth, and the High Elves made war upon him for the recovery of the Silmarils, the jewels containing the pure light of Valinor.
...more",https://www.goodreads.com/book/show/7332.The_Silmarillion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610045590l/7332._SX318_.jpg
449,23807,The Silence of the Lambs,Thomas  Harris,4.21,Horror,"Hannibal Lecter. The ultimate villain of modern fiction. Read the five-million-copy bestseller that scared the world silent. The Silence of the Lambs. A young FBI trainee. An evil genius locked away for unspeakable crimes. A plunge into the darkest chambers of a psychopath's mind--in the deadly search for a serial killer. - back cover
Hannibal Lecter. The ultimate villain of modern fiction. Read the five-million-copy bestseller that scared the world silent. The Silence of the Lambs. A young FBI trainee. An evil genius locked away for unspeakable crimes. A plunge into the darkest chambers of a psychopath's mind--in the deadly search for a serial killer. - back cover
...more",https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1167461954l/23807._SY475_.jpg
450,46677,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,4.22,Childrens,"The perennially popular tale of Alexander's worst day is a storybook that belongs on every child's bookshelf.Alexander knew it was going to be a terrible day when he woke up with gum in this hair.And it got worse...His best friend deserted him. There was no dessert in his lunch bag. And, on top of all that, there were lima beans for dinner and kissing on TV!This handsome n
The perennially popular tale of Alexander's worst day is a storybook that belongs on every child's bookshelf.Alexander knew it was going to be a terrible day when he woke up with gum in this hair.And it got worse...His best friend deserted him. There was no dessert in his lunch bag. And, on top of all that, there were lima beans for dinner and kissing on TV!This handsome new edition of Judith Viorst's classic picture book is sure to charm readers of all ages.
...more",https://www.goodreads.com/book/show/46677.Alexander_and_the_Terrible_Horrible_No_Good_Very_Bad_Day,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510014978l/46677._SX318_.jpg
451,12914,The Aeneid,Virgil,3.85,Classics,"The Aeneid – thrilling, terrifying and poignant in equal measure – has inspired centuries of artists, writers and musicians.Virgil’s epic tale tells the story of Aeneas, a Trojan hero, who flees his city after its fall, with his father Anchises and his young son Ascanius – for Aeneas is destined to found Rome and father the Roman race. As Aeneas journeys closer to his goal
The Aeneid – thrilling, terrifying and poignant in equal measure – has inspired centuries of artists, writers and musicians.Virgil’s epic tale tells the story of Aeneas, a Trojan hero, who flees his city after its fall, with his father Anchises and his young son Ascanius – for Aeneas is destined to found Rome and father the Roman race. As Aeneas journeys closer to his goal, he must first prove his worth and attain the maturity necessary for such an illustrious task. He battles raging storms in the Mediterranean, encounters the fearsome Cyclopes, falls in love with Dido, Queen of Carthage, travels into the Underworld and wages war in Italy.
...more",https://www.goodreads.com/book/show/12914.The_Aeneid,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923968l/12914.jpg
452,386187,Midnight in the Garden of Good and Evil,John Berendt,3.91,Nonfiction,"A sublime and seductive reading experience. This portrait of a beguiling Southern city was a best-seller (though a flop as a movie). ~ Shots rang out in Savannah's grandest mansion in the misty, early morning hours of May 2, 1981. Was it murder or self-defense? For nearly a decade, the shooting and its aftermath reverberated throughout this city of moss-hung oaks and shade
A sublime and seductive reading experience. This portrait of a beguiling Southern city was a best-seller (though a flop as a movie). ~ Shots rang out in Savannah's grandest mansion in the misty, early morning hours of May 2, 1981. Was it murder or self-defense? For nearly a decade, the shooting and its aftermath reverberated throughout this city of moss-hung oaks and shaded squares. John Berendt's narrative reads like a thoroughly engrossing novel, and yet it is a work of nonfiction. Berendt interweaves a first-person account of life in this isolated remnant of the Old South with the unpredictable twists and turns of a landmark murder case.The story is peopled by a gallery of remarkable characters: the well-bred society ladies of the Married Woman's Card Club; the turbulent young redneck gigolo; the hapless recluse who owns a bottle of poison so powerful it could kill every man, woman, and child in Savannah; the aging and profane Southern belle who is the ""soul of pampered self-absorption""; the uproarious black drag queen; the acerbic and arrogant antiques dealer; the sweet-talking, piano-playing con artist; young blacks dancing the minuet at the black debutante ball; and Minerva, the voodoo priestess who works her magic in the graveyard at midnight. These and other Savannahians act as a Greek chorus, with Berendt revealing the alliances, hostilities, and intrigues that thrive in a town where everyone knows everyone else.
...more",https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427166915l/386187.jpg
453,29946,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.13,Fiction,"In the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders...until he meets Donald Shimoda — former mechanic and self-described messiah who can make wrenches
In the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders...until he meets Donald Shimoda — former mechanic and self-described messiah who can make wrenches fly and Richard's imagination soar....In Illusions, Richard Bach takes to the air to discover the ageless truths that give our souls wings: that people don't need airplanes to soar...that even the darkest clouds have meaning once we lift ourselves above them... and that messiahs can be found in the unlikeliest places — like hay fields, one-traffic-light midwestern towns, and most of all, deep within ourselves.
...more",https://www.goodreads.com/book/show/29946.Illusions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353964306l/29946.jpg
454,51893,Thus Spoke Zarathustra,Friedrich Nietzsche,4.05,Philosophy,"Nietzsche was one of the most revolutionary and subversive thinkers in Western philosophy, and Thus Spoke Zarathustra remains his most famous and influential work. It describes how the ancient Persian prophet Zarathustra descends from his solitude in the mountains to tell the world that God is dead and that the Superman, the human embodiment of divinity, is his successor. 
Nietzsche was one of the most revolutionary and subversive thinkers in Western philosophy, and Thus Spoke Zarathustra remains his most famous and influential work. It describes how the ancient Persian prophet Zarathustra descends from his solitude in the mountains to tell the world that God is dead and that the Superman, the human embodiment of divinity, is his successor. With blazing intensity and poetic brilliance, Nietzsche argues that the meaning of existence is not to be found in religious pieties or meek submission, but in an all-powerful life force: passionate, chaotic and free.""Enigmatic, vatic, emphatic, passionate... often breathtakingly insightful, Nietzsche's works together make a unique statement in the literature of European ideas."" — A.C. Grayling
...more",https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480901846l/51893.jpg
455,15638,Cyrano de Bergerac,Edmond Rostand,4.05,Classics,"This is Edmond Rostand's immortal play in which chivalry and wit, bravery and love are forever captured in the timeless spirit of romance. Set in Louis XIII's reign, it is the moving and exciting drama of one of the finest swordsmen in France, gallant soldier, brilliant wit, tragic poet-lover with the face of a clown. Rostand's extraordinary lyric powers gave birth to a un
This is Edmond Rostand's immortal play in which chivalry and wit, bravery and love are forever captured in the timeless spirit of romance. Set in Louis XIII's reign, it is the moving and exciting drama of one of the finest swordsmen in France, gallant soldier, brilliant wit, tragic poet-lover with the face of a clown. Rostand's extraordinary lyric powers gave birth to a universal hero--Cyrano De Bergerac--and ensured his own reputation as author of one of the best-loved plays in the literature of the stage.This translation, by the American poet Brian Hooker, is nearly as famous as the original play itself, and is generally considered to be one of the finest English verse translations ever written.
...more",https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920459l/15638.jpg
456,55014950,Slow Brewing Tea,Randy Loubier,4.32,Fiction,"Slow Brewing Tea is an epic spiritual adventure and a touching love story that will compel you to look deeper at your relationships with your God, your spouse and the path beneath your feet.Isaiah set off on a ten day motorcycle adventure in northern, rural Japan. His quest, at the age of twenty, was to photograph the quiet mysterious culture, meet a beautiful Japanese wom
Slow Brewing Tea is an epic spiritual adventure and a touching love story that will compel you to look deeper at your relationships with your God, your spouse and the path beneath your feet.Isaiah set off on a ten day motorcycle adventure in northern, rural Japan. His quest, at the age of twenty, was to photograph the quiet mysterious culture, meet a beautiful Japanese woman and find The Tao (the way). He took great photographs, fell in love with an extraordinary Japanese woman and found an old man willing to teach him the way, the truth and the narrow gate. Over the next forty years Isaiah finds a path of unconditional love and faith through lessons of pain and redemption, loss and victory. Be transformed by a journey into traditional Japan, a mystical land of tea ceremonies, Japanese gardens, rich culture and unexpected spiritual revelations.
...more",https://www.goodreads.com/book/show/55014950-slow-brewing-tea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597776965l/55014950._SX318_.jpg
457,80660,We Need to Talk About Kevin,Lionel Shriver,4.04,Fiction,"The gripping international bestseller about motherhood gone awry.Eva never really wanted to be a mother - and certainly not the mother of the unlovable boy who murdered seven of his fellow high school students, a cafeteria worker, and a much-adored teacher who tried to befriend him, all two days before his sixteenth birthday. Now, two years later, it is time for her to co
 The gripping international bestseller about motherhood gone awry.Eva never really wanted to be a mother - and certainly not the mother of the unlovable boy who murdered seven of his fellow high school students, a cafeteria worker, and a much-adored teacher who tried to befriend him, all two days before his sixteenth birthday. Now, two years later, it is time for her to come to terms with marriage, career, family, parenthood, and Kevin's horrific rampage in a series of startlingly direct correspondences with her estranged husband, Franklin. Uneasy with the sacrifices and social demotion of motherhood from the start, Eva fears that her alarming dislike for her own son may be responsible for driving him so nihilistically off the rails. 
...more",https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865017l/80660.jpg
458,57213211,Desert Outcast,Juddy Anderson C. Punzalan,4.58,Fantasy,"The Southern Empire of Kyrdas is a rogue nation. Ruled by Emperor Sarvasa, the richest man in Serestia, they are masters of nature, magic, and advanced technology deciphered from the sacred texts of the Ancients.For thousands of years, Kyrdas has continuously abused their power and have erected a super city for the lavish lifestyle of the elite. This created an unforgiving
The Southern Empire of Kyrdas is a rogue nation. Ruled by Emperor Sarvasa, the richest man in Serestia, they are masters of nature, magic, and advanced technology deciphered from the sacred texts of the Ancients.For thousands of years, Kyrdas has continuously abused their power and have erected a super city for the lavish lifestyle of the elite. This created an unforgiving and hostile environment for the poor and resulted in the rise of slavemasters and mercenaries which then paved the way for the age of fighters.Meanwhile, in the middle of another mission, Viroe stumbles upon some traders who hail from Kyrdas. They were smuggling suspicious yellow gemstones into the northern city and little did he know that his life was going to change the moment he decided to involve himself with the dangerous affairs of the empire.This is the story of the desert outcast who will soon be the leader of the assassin council.Meet Viroe, the desert outcast.
...more",https://www.goodreads.com/book/show/57213211-desert-outcast,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614332347l/57213211._SY475_.jpg
459,28009303,"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",Kathleen Zamboni McCormick,4.29,Contemporary,"In this humorous coming-of-age story, Bridget Flagherty, a student at St. Michael’s Catholic school outside Boston in the 60s and 70s, takes refuge in her wacky misunderstandings of Bible Stories and Catholic beliefs to avoid the problems of her Irish/Italian family life. Her musings on sadistic nuns, domestic violence, emerging sexuality, and God the Father’s romantic lif
In this humorous coming-of-age story, Bridget Flagherty, a student at St. Michael’s Catholic school outside Boston in the 60s and 70s, takes refuge in her wacky misunderstandings of Bible Stories and Catholic beliefs to avoid the problems of her Irish/Italian family life. Her musings on sadistic nuns, domestic violence, emerging sexuality, and God the Father’s romantic life will delight readers. Bridget creates glorious supernatural worlds—with exorcisms, bird relics, Virgin Martyrs, time travel, Biblical plagues, even the ‘holy’ in holy water—to cope with a family where leather handbags and even garlic can cause explosions. An avid Bible reader who innocently believes everything the nuns tell her, Bridget’s saints, martyrs, and boney Christs become alive and audible within her. While the nuns chide her sinful ‘mathematical pride’ and slow eating habits, God answers her prayers instantly by day, but the devil visits nightly in the dark. Scenes run the gamut from laugh-out-loud Catholic brainwashing of children, to heart-wrenching abuse, to riveting teenage excursions toward sex. Young Bridget tries to make sense of a world of raging men and domestically subjugated women and carve a future for herself, wrestling with how God and men treat women. Her Italian female relatives—glamorous Santa Anna, black-and-blue Aunt Maria, sophisticated Eleanor with a New York ‘Fellini pageboy’—offer sensual alternatives to the repression of her immediate family. She prays fervently that “despite God’s bizarre treatment of married women... some [girls] might still discover ways to have a great time without being a nun.” Dodging Satan is the flip-side of l'Histoire d'une Âme by Saint Thérèse of Lisieux authored by a twentieth century American girl chomping on a blue-gum cigar while she talks to a confidant about God and sex.
...more",https://www.goodreads.com/book/show/28009303-dodging-satan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448816156l/28009303._SY475_.jpg
460,37470,The Other Boleyn Girl,Philippa Gregory,4.07,Historical,"This is an alternate cover edition of ISBN 9780743227445Two sisters competing for the greatest prize: The love of a kingWhen Mary Boleyn comes to court as an innocent girl of fourteen, she catches the eye of Henry VIII. Dazzled, Mary falls in love with both her golden prince and her growing role as unofficial queen. However, she soon realises just how much she is a pawn in
This is an alternate cover edition of ISBN 9780743227445Two sisters competing for the greatest prize: The love of a kingWhen Mary Boleyn comes to court as an innocent girl of fourteen, she catches the eye of Henry VIII. Dazzled, Mary falls in love with both her golden prince and her growing role as unofficial queen. However, she soon realises just how much she is a pawn in her family's ambitious plots as the king's interest begins to wane and she is forced to step aside for her best friend and rival: her sister, Anne. Then Mary knows that she must defy her family and her king and take fate into her own hands.A rich and compelling novel of love, sex, ambition, and intrigue, The Other Boleyn Girl introduces a woman of extraordinary determination and desire who lived at the heart of the most exciting and glamourous court in Europe and survived by following her heart.
...more",https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355932638l/37470.jpg
461,12781,The Satanic Verses,Salman Rushdie,3.70,Fiction,"Just before dawn one winter's morning, a hijacked jetliner explodes above the English Channel. Through the falling debris, two figures, Gibreel Farishta, the biggest star in India, and Saladin Chamcha, an expatriate returning from his first visit to Bombay in fifteen years, plummet from the sky, washing up on the snow-covered sands of an English beach, and proceed through 
Just before dawn one winter's morning, a hijacked jetliner explodes above the English Channel. Through the falling debris, two figures, Gibreel Farishta, the biggest star in India, and Saladin Chamcha, an expatriate returning from his first visit to Bombay in fifteen years, plummet from the sky, washing up on the snow-covered sands of an English beach, and proceed through a series of metamorphoses, dreams, and revelations. --back cover
...more",https://www.goodreads.com/book/show/12781.The_Satanic_Verses,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281988101l/12781.jpg
462,70535,2001: A Space Odyssey,Arthur C. Clarke,4.15,Science Fiction,"On the Moon, an enigma is uncovered.So great are the implications of this discovery that for the first time men are sent out deep into our solar system.But long before their destination is reached, things begin to go horribly, inexplicably wrong...One of the greatest-selling science fiction novels of our time, this classic book will grip you to the very end.",https://www.goodreads.com/book/show/70535.2001,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943l/70535._SY475_.jpg
463,301736,Guess How Much I Love You,Sam McBratney,4.36,Childrens,"""Guess how much I love you,"" says Little Nutbrown Hare. Little Nutbrown Hare shows his daddy how much he loves him: as wide as he can reach and as far as he can hop. But Big Nutbrown Hare, who can reach farther and hop higher, loves him back just as much. Well then Little Nutbrown Hare loves him right up to the moon, but that's just halfway to Big Nutbrown Hare's love for 
""Guess how much I love you,"" says Little Nutbrown Hare. Little Nutbrown Hare shows his daddy how much he loves him: as wide as he can reach and as far as he can hop. But Big Nutbrown Hare, who can reach farther and hop higher, loves him back just as much. Well then Little Nutbrown Hare loves him right up to the moon, but that's just halfway to Big Nutbrown Hare's love for him.
...more",https://www.goodreads.com/book/show/301736.Guess_How_Much_I_Love_You,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320457007l/301736.jpg
464,55353973,"Let's Talk: ...About Making Your Life Exciting, Easier, And Exceptional",Art Rios,4.27,Self Help,"When, where, why, and how did life stop being exciting and straightforward? We’ve taken on so much stress and worry. All the time. But why? For what?In the first book in the Let’s Talk series, bon vivant Art Rios talks about how to make life exciting, easier, exceptional, and filled with pleasures— right now. It’s straight talk about modern times. Simple ways to unwind and
When, where, why, and how did life stop being exciting and straightforward? We’ve taken on so much stress and worry. All the time. But why? For what?In the first book in the Let’s Talk series, bon vivant Art Rios talks about how to make life exciting, easier, exceptional, and filled with pleasures— right now. It’s straight talk about modern times. Simple ways to unwind and enjoy life. Let’s Talk is about anything and everything. From happy hour to self-realization. From pursuing pleasures to pandemics to decluttering your life. From gratitude and kindness to lazy Sundays.Whether you’re 18 or 80, it’s never too late to make the most of your life. Join Art and start talking about how to make your life an all-out blast, today.
...more",https://www.goodreads.com/book/show/55353973-let-s-talk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600279724l/55353973._SY475_.jpg
465,62291,A Storm of Swords,George R.R. Martin,4.53,Fantasy,"An alternate cover for this isbn can be found here.Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead,
An alternate cover for this isbn can be found here.Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Others—a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords...
...more",https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571318786l/62291.jpg
466,36236125,Invisible Monsters,Chuck Palahniuk,3.97,Fiction,"She's a catwalk model who has everything: a boyfriend, a career, a loyal best friend. But when a sudden motor 'accident' leaves her disfigured and incapable of speech, she goes from being the beautiful centre of attention to being an invisible monster, so hideous that no one will acknowledge she exists.Enter Brandy Alexander, Queen Supreme, one operation away from being a 
She's a catwalk model who has everything: a boyfriend, a career, a loyal best friend. But when a sudden motor 'accident' leaves her disfigured and incapable of speech, she goes from being the beautiful centre of attention to being an invisible monster, so hideous that no one will acknowledge she exists.Enter Brandy Alexander, Queen Supreme, one operation away from being a real woman, who will teach her that reinventing yourself means erasing your past and making up something better, and that salvation hides in the last place you'll ever want to look.The narrator must exact revenge upon Evie, her best friend and fellow model; kidnap Manus, her two-timing ex-boyfriend; and hit the road with Brandy in search of a brand-new past, present and future.
...more",https://www.goodreads.com/book/show/36236125-invisible-monsters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508534066l/36236125.jpg
467,256566,Everything Is Illuminated,Jonathan Safran Foer,3.88,Fiction,"With only a yellowing photograph in hand, a young man -- also named Jonathan Safran Foer -- sets out to find the woman who may or may not have saved his grandfather from the Nazis. Accompanied by an old man haunted by memories of the war; an amorous dog named Sammy Davis, Junior, Junior; and the unforgettable Alex, a young Ukrainian translator who speaks in a sublimely but
With only a yellowing photograph in hand, a young man -- also named Jonathan Safran Foer -- sets out to find the woman who may or may not have saved his grandfather from the Nazis. Accompanied by an old man haunted by memories of the war; an amorous dog named Sammy Davis, Junior, Junior; and the unforgettable Alex, a young Ukrainian translator who speaks in a sublimely butchered English, Jonathan is led on a quixotic journey over a devastated landscape and into an unexpected past.
...more",https://www.goodreads.com/book/show/256566.Everything_Is_Illuminated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479774440l/256566._SY475_.jpg
